,0
6133,In the Name of the King: A Dungeon Siege Tale
6134,The Secret of Moonacre
6135,"Crouching Tiger, Hidden Dragon"
6136,The Big Year
6137,Blade
6138,For Eternal Hearts
6139,Johnny Be Good
6140,The Lieutenant Wore Skirts
6141,All the Real Girls
6142,When Worlds Collide
6143,Take Care of My Little Girl
6144,Revenge of the Creature
6145,Bedtime for Bonzo
6146,Wall Street: Money Never Sleeps
6147,Street Kings
6148,Joysticks
6149,Best Seller
6150,The Trip
6151,"Remember Me, My Love"
6152,Thirteen
6153,The Bridesmaid
6154,The Marrying Man
6155,Anatomy of a Murder
6156,8½ Women
6157,Chariots of Fire
6158,Willard
6159,The Lemon Drop Kid
6160,Proof
6161,The Pride and the Passion
6162,Tall Tale
6163,Anacondas: The Hunt for the Blood Orchid
6164,The White Cliffs of Dover
6165,Forced Vengeance
6166,"Bright Lights, Big City"
6167,Shakespeare in Love
6168,The Girl He Left Behind
6169,Con Air
6170,Fantastic Mr. Fox
6171,The Russian Dolls
6172,Uptown Girls
6173,Without a Clue
6174,Empire of the Sun
6175,Broken Arrow
6176,Can't Hardly Wait
6177,The Boy Who Could Fly
6178,A Simple Plan
6179,Dance with Me
6180,Cape Fear
6181,Police Academy 6: City Under Siege
6182,Children
6183,Tears of the Sun
6184,Mr. & Mrs. Smith
6185,Made of Honor
6186,SLC Punk!
6187,Soldier
6188,Wagons East
6189,"Oh, God! Book II"
6190,"Westward Ho, The Wagons!"
6191,Evita
6192,Sharky's Machine
6193,Million Dollar Mystery
6194,The Wildest Dream
6195,Big Daddy
6196,Young Adam
6197,A Good Man in Africa
6198,El Mariachi
6199,Like Water for Chocolate
6200,Born Yesterday
6201,Kickboxer 2
6202,The Go-Getter
6203,Bring It On
6204,Four Weddings and a Funeral
6205,Halls of Montezuma
6206,Angels in the Outfield
6207,The Brady Bunch Movie
6208,Blood: The Last Vampire
6209,Armed and Dangerous
6210,The Electric Horseman
6211,American Flyers
6212,Anything Goes
6213,Three O'Clock High
6214,The Rundown
6215,The Uninvited
6216,Unfaithfully Yours
6217,MacArthur
6218,Constantine
6219,Antwone Fisher
6220,The Desert Fox: The Story of Rommel
6221,Breaking the Waves
6222,Love in the Afternoon
6223,Invincible
6224,Villain
6225,Stigmata
6226,Marvin's Room
6227,Resident Evil: Extinction
6228,Corpse Bride
6229,Fried Green Tomatoes
6230,The Pink Panther Strikes Again
6231,50 First Dates
6232,Deadly Friend
6233,Rock Around the Clock
6234,The New Guy
6235,Un Argentino en New York
6236,Lean on Me
6237,The Art of Seduction
6238,Alexander the Great
6239,Heavy Weights
6240,State Property
6241,District 9
6242,Jersey Girl
6243,Decision Before Dawn
6244,Black Dynamite
6245,Carmen Jones
6246,The Fog
6247,Five Came Back
6248,Fair Game
6249,Poseidon
6250,Semi-Tough
6251,The Addiction
6252,The Last American Virgin
6253,The Road Home
6254,The Lost Patrol
6255,La Doublure
6256,The Matador
6257,Totally Spies! The Movie
6258,Airheads
6259,The Man from Laramie
6260,Flying Down to Rio
6261,Detachment
6262,Malaya
6263,Blackboard Jungle
6264,Spike of Bensonhurst
6265,Star Trek: The Motion Picture
6266,Flying Leathernecks
6267,Snow Queen
6268,The Little Thief
6269,"The Long, Long Trailer"
6270,Abe Lincoln in Illinois
6271,Ruby Sparks
6272,Baby's Day Out
6273,"I, the Jury"
6274,White Oleander
6275,Bram Stoker's Dracula
6276,Wild America
6277,Big Wednesday
6278,Man of Flowers
6279,"Oh, God! You Devil"
6280,The Temp
6281,Nobel Son
6282,Megiddo: The Omega Code 2
6283,Tactical Unit - Comrades in Arms
6284,Sugar Hill
6285,Lydia Bailey
6286,The Three Musketeers
6287,Liam
6288,Clueless
6289,Enter the Void
6290,Chairman of the Board
6291,The Graduates of Malibu High
6292,The Great Outdoors
6293,Séraphine
6294,It's Always Fair Weather
6295,Lady in White
6296,The Gate II: Trespassers
6297,Bad Influence
6298,The Jane Austen Book Club
6299,The Man Who Wasn't There
6300,Steel
6301,Year of the Dragon
6302,The Powerpuff Girls Movie
6303,Tropic Thunder
6304,At Long Last Love
6305,Clean and Sober
6306,Tex
6307,Cyrano de Bergerac
6308,Ordinary People
6309,Freeway
6310,Alien
6311,Small Soldiers
6312,The Flintstones in Viva Rock Vegas
6313,Apocalypse Now
6314,The Last of the Mohicans
6315,The Postman Always Rings Twice
6316,Vertigo
6317,Marathon
6318,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
6319,Pumpkinhead
6320,Moneyball
6321,The Girl on the Bridge
6322,Wild Child
6323,Cop Land
6324,Where the Buffalo Roam
6325,A Night in Heaven
6326,Cast Away
6327,The Illusionist
6328,Legend of the Guardians: The Owls of Ga'Hoole
6329,Harry & Son
6330,Wyatt Earp
6331,Surviving The Game
6332,Wimbledon
6333,Bad Boys
6334,S.F.W.
6335,The Purple Plain
6336,The Long Walk Home
6337,Agent Cody Banks 2: Destination London
6338,Dear John
6339,"Leafie, a Hen Into the Wild"
6340,The Flowers of War
6341,Eagle Eye
6342,The Cell
6343,Asylum
6344,The Private Lives of Pippa Lee
6345,Gladiator
6346,Capitalism: A Love Story
6347,The Hot Spot
6348,Mulan
6349,Wired
6350,The Deep End
6351,1984
6352,Taxi Driver
6353,Sleepers
6354,The Unbearable Lightness of Being
6355,Amos & Andrew
6356,I'm Not Rappaport
6357,Exit to Eden
6358,The Illusionist
6359,Fearless
6360,Quo Vadis
6361,A Midsummer Night's Dream
6362,Radio Flyer
6363,Pushing Tin
6364,Everything Is Illuminated
6365,Amusement
6366,Toy Story 3
6367,Once Upon a Time
6368,The Mudlark
6369,Wisdom
6370,Yellowbeard
6371,Pride and Prejudice
6372,Heat
6373,Star Trek III: The Search for Spock
6374,The Man Who Sued God
6375,Joshua
6376,Empire
6377,Parenthood
6378,"Follow Kadri, Not Your Heart"
6379,Against All Odds
6380,The Horsemen
6381,Moonlight and Valentino
6382,Raintree County
6383,Gorky Park
6384,Snow White and the Huntsman
6385,Big Fish
6386,A Room with a View
6387,Remember Me
6388,"Tokyo Tower: Mom and Me, and Sometimes Dad"
6389,Soul Man
6390,Deranged
6391,The Gold Rush
6392,The Marine
6393,He Got Game
6394,Queens Logic
6395,Mannequin
6396,Ulee's Gold
6397,Burn After Reading
6398,The Black Waters of Echo's Pond
6399,Philadelphia
6400,Nine
6401,Norma Rae
6402,The Informers
6403,An Education
6404,The Left Hand of God
6405,Here Comes the Boom
6406,The Way We Were
6407,The Cannonball Run
6408,Charlotte Sometimes
6409,Clifford
6410,Little Secrets
6411,THX 1138
6412,Driving Miss Daisy
6413,Henry: Portrait Of A Serial Killer
6414,Beauty and the Beast
6415,The Freshman
6416,Grand Prix
6417,Tekken
6418,Coriolanus
6419,Halloween II
6420,Caddyshack II
6421,The Return of the Pink Panther
6422,From Prada to Nada
6423,"Yor, the Hunter from the Future"
6424,Secret Admirer
6425,All the President's Men
6426,Valley of the Wolves: Palestine
6427,We're No Angels
6428,Snow Angels
6429,Unstoppable Marriage
6430,Diary of a Mad Black Woman
6431,Moon Over Parador
6432,Swing Shift
6433,Vacancy
6434,Flight of the Intruder
6435,The Great Buck Howard
6436,Saving Grace
6437,One Tough Cop
6438,"Paris, France"
6439,Damage
6440,Five Senses of Eros
6441,Ultraviolet
6442,Savages
6443,War
6444,Garfield: A Tail of Two Kitties
6445,Mother and Child
6446,Gunsmoke
6447,Lockout
6448,Rogue
6449,The Kid
6450,Key to the City
6451,Who's Harry Crumb?
6452,Invasion of the Body Snatchers
6453,Atlas Shrugged: Part I
6454,Gentlemen Broncos
6455,The Sum of All Fears
6456,Les Témoins
6457,Good Guys Wear Black
6458,The Seat Filler
6459,Six Degrees of Separation
6460,Onegin
6461,3 Men and a Little Lady
6462,84 Charing Cross Road
6463,Surf Ninjas
6464,Pieces
6465,Conviction
6466,The Tic Code
6467,Rock Star
6468,My Little Pony: The Movie
6469,Night Call Nurses
6470,Eye of the Beholder
6471,The Governor
6472,Blue Steel
6473,A Frozen Flower
6474,Out of Bounds
6475,Sinbad: Beyond the Veil of Mists
6476,Pretty Baby
6477,Taps
6478,One Hundred and One Dalmatians
6479,Still Crazy
6480,Crackerjack
6481,Boy Culture
6482,The Juror
6483,The Wicked City
6484,Heart of Dixie
6485,Broadway Danny Rose
6486,I Love You to Death
6487,The Thing Called Love
6488,Charade
6489,Machine Gun Preacher
6490,Valley Girl
6491,The Lost Squadron
6492,"I, Robot"
6493,So I Married an Axe Murderer
6494,The Way Home
6495,I'm Not Scared
6496,Ad-lib Night
6497,Wanted
6498,Predator
6499,Little Big League
6500,The Adventures of Robin Hood
6501,Commando
6502,Shall We Dance?
6503,The Musketeer
6504,The Wedding Planner
6505,Yejaman
6506,Warrior
6507,8: The Mormon Proposition
6508,House of Bamboo
6509,Gods and Generals
6510,Who's the Man?
6511,A Life Less Ordinary
6512,Birth
6513,Sleepy Hollow
6514,Cutter's Way
6515,Blackball
6516,Ghost Dog: The Way of the Samurai
6517,Evolution
6518,Splash
6519,Saw VII
6520,Moon Child
6521,Big Top Pee-wee
6522,A Month in the Country
6523,The Student Prince
6524,The Mighty
6525,"My Boss, My Teacher"
6526,Death Becomes Her
6527,Harry Potter and the Philosopher's Stone
6528,Problem Child
6529,Swept Away
6530,The Net
6531,Atlantic City
6532,Stick It
6533,Blue Chips
6534,Painted Fire
6535,Bad Company
6536,D-Tox
6537,Margin Call
6538,City of God
6539,French Kiss
6540,Sense and Sensibility
6541,All That Heaven Allows
6542,Maximum Risk
6543,Funny Girl
6544,The Coca-Cola Kid
6545,Don't Tell Mom the Babysitter's Dead
6546,The Last Emperor
6547,Broken Embraces
6548,Ramona and Beezus
6549,The Divide
6550,Hanover Street
6551,"Goodbye, Mr. Chips"
6552,Dead Poets Society
6553,Boy Goes To Heaven
6554,The Midnight Meat Train
6555,What's Eating Gilbert Grape
6556,Time Bandits
6557,Wise Girl
6558,The Great Yokai War
6559,Beyond the Mat
6560,In Enemy Hands
6561,The Sea Hawk
6562,Moving Violations
6563,Woman Thou Art Loosed
6564,The Crime of Father Amaro
6565,Crows ZERO 2
6566,Man with the Gun
6567,The Boys from Brazil
6568,Multiplicity
6569,Excalibur
6570,Treeless Mountain
6571,Head Office
6572,No Holds Barred
6573,The Believer
6574,The Passion of the Christ
6575,The Toxic Avenger Part III: The Last Temptation of Toxie
6576,The Roommate
6577,Pumpkin
6578,Shoot 'em Up
6579,Lara Croft Tomb Raider: The Cradle of Life
6580,Johnny English
6581,Don Juan DeMarco
6582,Girl Scout
6583,Extreme Days
6584,That's My Boy
6585,Ruby Cairo
6586,Near Dark
6587,Hamlet
6588,Gang Related
6589,Secret Reunion
6590,Hercules
6591,Rookie of the Year
6592,House of Wax
6593,High School High
6594,Best of the Best 2
6595,Idle Hands
6596,Grandma's Boy
6597,Naked Fame
6598,Superhero!
6599,The Hand
6600,Catch That Kid
6601,Even Cowgirls Get the Blues
6602,Duets
6603,Hideaway
6604,Return of the Living Dead Part II
6605,Cujo
6606,Go for Broke!
6607,Get Rich or Die Tryin'
6608,Montevideo: Taste of a Dream
6609,Teen Wolf
6610,Death on the Nile
6611,Planet of the Apes
6612,Zebraman
6613,Firelight
6614,Eyes of Laura Mars
6615,September Affair
6616,Gothika
6617,Cyborg
6618,Alive
6619,Conan the Barbarian
6620,The Libertine
6621,Sniper
6622,Tootsie
6623,Little Man
6624,My Chauffeur
6625,The Sun Comes Up
6626,Wind
6627,Vegas Vacation
6628,The Gift
6629,Doin' Their Bit
6630,Grand Theft Auto
6631,Chicken Run
6632,Hollywood Boulevard
6633,The Caddy
6634,Out of Sight
6635,Being There
6636,The French Kissers
6637,O' Horten
6638,The Family Man
6639,Last Night
6640,Captain Corelli's Mandolin
6641,The Rugrats Movie
6642,Beau James
6643,DOA: Dead or Alive
6644,Along Came Polly
6645,Hackers
6646,Lady and the Tramp
6647,I'm No Angel
6648,The Night Listener
6649,A Better Tomorrow
6650,The Love Letter
6651,Westward the Women
6652,The Devil's Rejects
6653,Hairspray
6654,Only the Lonely
6655,Sands of Iwo Jima
6656,Nobody's Fool
6657,Young Guns II
6658,Like You Know It All
6659,Crazy in Alabama
6660,Nick of Time
6661,Deterrence
6662,Lassie
6663,Daddy Day Care
6664,Betrayed
6665,The Host
6666,Tinker Bell and the Lost Treasure
6667,The Fourth Protocol
6668,See You in the Morning
6669,Stone
6670,Terms of Endearment
6671,The Hurt Locker
6672,101 Reykjavík
6673,Play Misty for Me
6674,Heaven's Prisoners
6675,Interview with the Vampire: The Vampire Chronicles
6676,Nick and Norah's Infinite Playlist
6677,Far and Away
6678,Punch-Drunk Love
6679,Day of the Dead
6680,Head in the Clouds
6681,Wild Bill
6682,What Price Hollywood?
6683,The Tender Trap
6684,Cheri
6685,Braveheart
6686,La Cérémonie
6687,Jason X
6688,Short Cuts
6689,Semi-Pro
6690,The Experts
6691,Charlie and the Chocolate Factory
6692,The Best Man
6693,The Brothers McMullen
6694,Saint Joan
6695,Deception
6696,Where the Heart Is
6697,Surviving Christmas
6698,Vanilla Sky
6699,Boys
6700,The Glenn Miller Story
6701,Kick-Ass
6702,On Deadly Ground
6703,Maurice
6704,Shutter Island
6705,White Dog
6706,Without a Paddle: Nature's Calling
6707,Moonstruck
6708,The Parent Trap
6709,Orca
6710,Pirates of the Caribbean: At World's End
6711,Body Double
6712,King Kong
6713,People Like Us
6714,Driven
6715,The Thomas Crown Affair
6716,Beetlejuice
6717,Geronimo: An American Legend
6718,Eye for an Eye
6719,Friends with Money
6720,Tuck Everlasting
6721,Game of Death
6722,Trade
6723,Friday the 13th
6724,Deathsport
6725,Premium Rush
6726,Stealing Home
6727,Left Behind: The Movie
6728,The Best Little Whorehouse in Texas
6729,Think Like A Man
6730,The Big Easy
6731,Mulholland Falls
6732,The Last Shot
6733,Shocker
6734,Lost Songs of Anatolia
6735,"White Hunter, Black Heart"
6736,Out of Africa
6737,A Certain Smile
6738,The Three Musketeers
6739,Rare Exports: A Christmas Tale
6740,Sweet Sixteen
6741,Hellraiser
6742,The Adventures of Baron Munchausen
6743,Smokey and the Bandit
6744,Bat*21
6745,Death at a Funeral
6746,The Santa Clause
6747,StreetDance 2
6748,The Fall
6749,Ryan's Daughter
6750,Faithful
6751,The Absent-Minded Professor
6752,The Crusades
6753,Red Eye
6754,Away From Her
6755,It Takes Two
6756,Taking Care of Business
6757,Benji the Hunted
6758,King Solomon's Mines
6759,The Devil and Max Devlin
6760,Superstar
6761,Battle Cry
6762,Match Point
6763,"Crazy, Stupid, Love."
6764,Lottery Ticket
6765,Hellboy
6766,Waking Life
6767,Cruel World
6768,Made in America
6769,Hairspray
6770,Another Woman
6771,Over My Dead Body
6772,The Lord of the Rings
6773,Mrs. Miniver
6774,Young at Heart
6775,The Howling
6776,The Invention of Lying
6777,I'm Gonna Git You Sucka
6778,Lt. Robin Crusoe USN
6779,Soo
6780,At Play in the Fields of the Lord
6781,The Widow of Saint-Pierre
6782,Titan A.E.
6783,The Mission
6784,The Black Cauldron
6785,Enchanted
6786,Honeymoon in Vegas
6787,Bogus
6788,Gunmen
6789,Bedtime Stories
6790,Intolerable Cruelty
6791,The Salon
6792,The Last Castle
6793,The Lucky One
6794,The Legend of 1900
6795,Old Gringo
6796,Thunderbolt and Lightfoot
6797,Phantasm
6798,Reindeer Games
6799,Maria Full of Grace
6800,Rebel Without a Cause
6801,High Time
6802,Evil Under the Sun
6803,Carbon Copy
6804,Wedding Crashers
6805,Muriel's Wedding
6806,My Stepmother Is an Alien
6807,Zoom
6808,Throw Momma from the Train
6809,Heist
6810,Hanna
6811,The Blob
6812,Vampire Cop Ricky
6813,April Fool's Day
6814,The Great Dictator
6815,Pootie Tang
6816,Miracle
6817,The Frogmen
6818,Everybody's All-American
6819,Along the Great Divide
6820,An American Affair
6821,Any Given Sunday
6822,The Good Girl
6823,Kill the Irishman
6824,September Dawn
6825,52 Pick-Up
6826,The Water Horse: Legend of the Deep
6827,Shutter
6828,Slaves of New York
6829,RocknRolla
6830,Goldfinger
6831,Platoon
6832,Renegades
6833,Confessions of a Shopaholic
6834,Frost/Nixon
6835,Small Time Crooks
6836,Blue Valentine
6837,My Bodyguard
6838,Sleepover
6839,I Hope They Serve Beer in Hell
6840,Crazy on the Outside
6841,Satisfaction
6842,Hart's War
6843,Heartbreak Ridge
6844,Shame
6845,Saving My Hubby
6846,Timecop
6847,Twins
6848,Braddock: Missing in Action III
6849,The Anniversary
6850,The Wog Boy
6851,The Watcher
6852,Breach
6853,Working Girl
6854,Tea and Sympathy
6855,Harry and the Hendersons
6856,The Extraordinary Adventures of Adèle Blanc-Sec
6857,Alvin and the Chipmunks: The Squeakquel
6858,A Bridge Too Far
6859,Random Harvest
6860,Spellbinder
6861,Miracle on 34th Street
6862,Paycheck
6863,Night of the Demons
6864,The Bounty Hunter
6865,Rabbit Without Ears
6866,Eve's Bayou
6867,Home of the Brave
6868,We're Back! A Dinosaur's Story
6869,Silver City
6870,Susan Slept Here
6871,Roger & Me
6872,Little Giants
6873,A Few Best Men
6874,The Painted Veil
6875,Fired Up
6876,Friday the 13th Part VIII: Jason Takes Manhattan
6877,Private Worlds
6878,The Hitchhiker's Guide to the Galaxy
6879,That Night
6880,Alpha and Omega
6881,Snakes on a Plane
6882,Nashville
6883,Hit and Run
6884,The Trumpet of the Swan
6885,Leaving Las Vegas
6886,"Good Night, and Good Luck."
6887,Casper Meets Wendy
6888,Into The White Night
6889,Blackbeard the Pirate
6890,Dunston Checks In
6891,Pride and Glory
6892,Poltergeist II: The Other Side
6893,Man's Best Friend
6894,From Dusk Till Dawn
6895,Dead Again
6896,The Wild Angels
6897,Death of a Salesman
6898,The Grudge 2
6899,Octane
6900,The Green Mile
6901,Blind Fury
6902,That Evening Sun
6903,Raw Deal
6904,A Simple Wish
6905,Kiss the Girls
6906,Entrapment
6907,The Day the Earth Stood Still
6908,The Tree
6909,The Pelican Brief
6910,Let Me In
6911,Jimmy Hollywood
6912,Jack & Jill
6913,Be Cool
6914,High Crimes
6915,Solomon Kane
6916,Return to Paradise
6917,Catch Me If You Can
6918,Under the Tuscan Sun
6919,Blades of Glory
6920,Dazed and Confused
6921,Charlie Wilson's War
6922,A Perfect World
6923,Were the World Mine
6924,Spy Kids 3-D: Game Over
6925,Gamer
6926,Flawless
6927,Split Image
6928,Champ
6929,1969
6930,Gone in 60 Seconds
6931,Dear God
6932,In The Army Now
6933,The Crocodile Hunter: Collision Course
6934,Terminator 3: Rise of the Machines
6935,The Opposite Sex
6936,The Pink Panther 2
6937,Harold
6938,Ice Age
6939,Machete
6940,Willow
6941,Haunters
6942,Phone Call from a Stranger
6943,Terror Train
6944,Tap
6945,Pete 'n' Tillie
6946,Book of Shadows: Blair Witch 2
6947,The Departed
6948,Gnomeo and Juliet
6949,Blame It on the Bellboy
6950,The Brothers
6951,Zabriskie Point
6952,ParaNorman
6953,Bratz: The Movie
6954,Where Eagles Dare
6955,The Onion Field
6956,Shoot the Moon
6957,The Untouchables
6958,Sukiyaki Western: Django
6959,The Legend of Bagger Vance
6960,Highlander: Endgame
6961,The House Bunny
6962,The Fly
6963,Behind the Mask
6964,Grumpier Old Men
6965,Willard
6966,I Dream Too Much
6967,Black Christmas
6968,Mars Needs Moms
6969,Blackout
6970,Chrystal
6971,Primer
6972,White Chicks
6973,The Graduate
6974,Five Weeks in a Balloon
6975,Pure Luck
6976,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
6977,Deadline - U.S.A.
6978,Cop Out
6979,Firestarter
6980,The Mothman Prophecies
6981,The Vanishing
6982,Make It Happen
6983,Maniac Cop
6984,Radiant City
6985,Antikiller
6986,Sleepaway Camp
6987,Class of 1999
6988,U.S. Marshals
6989,Dirty Deeds
6990,Chill Factor
6991,Public Enemy
6992,The Social Network
6993,Immortals
6994,Return to Snowy River
6995,The Racket
6996,Something Something ... Unnakum Ennakum
6997,Man of the House
6998,Reality Bites
6999,Koyaanisqatsi
7000,Space Truckers
7001,Tales of Terror
7002,The Big Chill
7003,Dave Chappelle's Block Party
7004,Eragon
7005,Whose Life Is It Anyway?
7006,Boat
7007,The Long Kiss Goodnight
7008,Guys and Dolls
7009,Tangled
7010,Sudden Impact
7011,Blind
7012,The Reaping
7013,Roberta
7014,Tomboy
7015,I Spy
7016,Movers & Shakers
7017,Ballistic: Ecks vs. Sever
7018,Jarhead
7019,The Return of Swamp Thing
7020,Affair in Trinidad
7021,The Ex-Mrs. Bradford
7022,The Specials
7023,Very Annie Mary
7024,The Fox Family
7025,Skinwalkers
7026,Cop and a Half
7027,The Swan
7028,Nothing in Common
7029,The Namesake
7030,Away We Go
7031,The Sword and the Sorcerer
7032,Pride
7033,Psycho III
7034,Die Hard: With a Vengeance
7035,The Boondock Saints
7036,Patriot Games
7037,A Blood Pledge
7038,Beethoven's 2nd
7039,Sleeping with the Enemy
7040,The Naked Gun 2½: The Smell of Fear
7041,Minority Report
7042,Arachnid
7043,Mr. Woodcock
7044,Children of a Lesser God
7045,Shaft
7046,"What's Up, Doc?"
7047,The Aviator
7048,Seeking Justice
7049,The Osterman Weekend
7050,The Girl in a Swing
7051,Venus
7052,That Old Feeling
7053,The Island of Dr. Moreau
7054,Manhattan
7055,Fatal Instinct
7056,Men with Guns
7057,The Music Never Stopped
7058,The Day After Tomorrow
7059,Cry Wolf
7060,The Gay Divorcee
7061,Jumpin' Jack Flash
7062,There Will Be Blood
7063,Deep Cover
7064,Abandon
7065,Richard III
7066,Broadcast News
7067,As One
7068,Ride
7069,The Muppet Christmas Carol
7070,No Looking Back
7071,The Spirit
7072,Open Season
7073,Project Nim
7074,The One
7075,Last Man Standing
7076,Ruby Gentry
7077,Me and You and Everyone We Know
7078,The Ice Pirates
7079,Nightwatch
7080,Breakthrough
7081,The Undefeated
7082,Land of the Dead
7083,Spartan
7084,Jaws
7085,Bend It Like Beckham
7086,Zero Effect
7087,The Great Mouse Detective
7088,Youth in Revolt
7089,Jaws 3-D
7090,School of Rock
7091,Mansfield Park
7092,Where the Truth Lies
7093,Once
7094,The Remains of the Day
7095,Below
7096,Elvira: Mistress of the Dark
7097,The Ref
7098,Wabash Avenue
7099,Jack the Bear
7100,The Love Guru
7101,My Favourite Wife
7102,BloodRayne
7103,Kinsey
7104,The Young Victoria
7105,Repossessed
7106,Never Cry Wolf
7107,Brideshead Revisited
7108,Rambo
7109,Batman: Year One
7110,Serenade
7111,The Goonies
7112,Glitter
7113,Elizabeth
7114,All The Boys Love Mandy Lane
7115,Stolen
7116,Hold Your Man
7117,Safe House
7118,Erik the Viking
7119,Phantoms
7120,Thunder Alley
7121,Real Men
7122,Conquest
7123,Panic Room
7124,Tango & Cash
7125,Galaxy Quest
7126,A Walk to Remember
7127,Funny People
7128,Cats & Dogs: The Revenge of Kitty Galore
7129,The Haunting of Molly Hartley
7130,The Isle
7131,Forbidden Quest
7132,Silver River
7133,Texasville
7134,Petty Romance
7135,The Englishman Who Went Up a Hill But Came Down a Mountain
7136,Butter
7137,Brigadoon
7138,"Love, Bitter"
7139,The 6th Day
7140,Narrow Margin
7141,Other People's Money
7142,Orange County
7143,A Cock and Bull Story
7144,Friday Night Lights
7145,Safe
7146,"Mohammad, Messenger of God"
7147,"History of the World, Part I"
7148,Under Siege 2: Dark Territory
7149,The Formula
7150,Invaders from Mars
7151,Independence Day
7152,Student Bodies
7153,North Country
7154,Zapped!
7155,Buried
7156,Ghost Ship
7157,"Smash-Up, the Story of a Woman"
7158,King Ralph
7159,Scarface
7160,The Hunger Games
7161,Batman Begins
7162,Volunteers
7163,Havana
7164,Red Skies of Montana
7165,Meet the Deedles
7166,The Dead Zone
7167,Smiley Face
7168,Murder by Death
7169,Gone
7170,Casablanca
7171,Son of the Mask
7172,Cyclone
7173,Captain Ron
7174,Rinne
7175,Mr. Jones
7176,Assault on Precinct 13
7177,Hoodwinked
7178,Idiot's Delight
7179,Blue Thunder
7180,Solitary Man
7181,Air Bud
7182,Quigley Down Under
7183,I Love You Too
7184,Honey 2
7185,Fools Rush In
7186,Hero
7187,Reservoir Dogs
7188,Typhoon
7189,Superbad
7190,The Hurricane
7191,Sanctum
7192,Goodbye Charlie
7193,Bloodline
7194,Blow
7195,Love Jones
7196,The Stoning of Soraya M.
7197,The Unborn
7198,The Cutting Edge
7199,Dreamgirls
7200,Dogma
7201,The Rules of Attraction
7202,Tango
7203,Brother Bear
7204,Pot Luck
7205,Life as We Know It
7206,Bee Movie
7207,The Living Daylights
7208,This is Cinerama
7209,Escaflowne
7210,My Dear Enemy
7211,Gigli
7212,Another Stakeout
7213,Dredd
7214,The Girl Next Door
7215,Swearing Allegiance
7216,Splinter
7217,Red Dawn
7218,Law Abiding Citizen
7219,Major Payne
7220,The Beaver
7221,Fantastic Voyage
7222,Price of Glory
7223,Happy New Year
7224,Heathcliff: The Movie
7225,Beverly Hills Cop II
7226,Copycat
7227,The Secret Rapture
7228,Jeffrey
7229,Air Doll
7230,Jonah: A VeggieTales Movie
7231,The French Connection
7232,Gattaca
7233,Big Eden
7234,21 Jump Street
7235,American History X
7236,The Waterboy
7237,The Nativity Story
7238,Cold Souls
7239,YMCA Baseball Team
7240,The English Patient
7241,The Princess and the Warrior
7242,Rushmore
7243,In America
7244,A Scanner Darkly
7245,Love & Basketball
7246,Bad News Bears
7247,About Schmidt
7248,You Don't Mess with the Zohan
7249,Wild Blood
7250,Butch and Sundance: The Early Days
7251,Trembling Before G-d
7252,Mumford
7253,Valentina
7254,Dorian Gray
7255,Strategic Air Command
7256,Look Who's Talking Too
7257,The General
7258,Vicky Cristina Barcelona
7259,Blink
7260,The Greatest Show on Earth
7261,DuckTales the Movie: Treasure of the Lost Lamp
7262,Blue Streak
7263,Bonneville
7264,The Assassination of Jesse James by the Coward Robert Ford
7265,Something Of Value
7266,Full Metal Jacket
7267,Trespass
7268,The Ice Storm
7269,Happy Endings
7270,Split Second
7271,Wanted: Dead or Alive
7272,The Crimson Pirate
7273,Messenger of Death
7274,A Nightmare on Elm Street 2: Freddy's Revenge
7275,Some Kind of Hero
7276,Volkodav from the Grey Hound Clan
7277,Lonely Hearts
7278,A.I. Artificial Intelligence
7279,A Beautiful Mind
7280,Days of Thunder
7281,Annie Hall
7282,Mighty Aphrodite
7283,Phone Booth
7284,Distant Thunder
7285,A Mighty Wind
7286,The Desert Song
7287,This Boy's Life
7288,This Means War
7289,Until They Sail
7290,Drop Squad
7291,The Saint in New York
7292,Battle for Terra
7293,Ma fille mon ange
7294,The Newton Boys
7295,Thoroughly Modern Millie
7296,Mr. Nanny
7297,Before and After
7298,Die Mommie Die!
7299,Loving You
7300,Anastasia
7301,Letters to God
7302,Bedknobs and Broomsticks
7303,Empire Records
7304,Repo Men
7305,Vantage Point
7306,Goemon
7307,Kabluey
7308,The Servant
7309,The Watch
7310,Stake Land
7311,Rocky
7312,Junior
7313,The Honeymooners
7314,Club Paradise
7315,Disturbance in Her Barroom
7316,To Save a Life
7317,Run for Cover
7318,The Lord of the Rings: The Fellowship of the Ring
7319,Bridge to Terabithia
7320,Master and Commander: The Far Side of the World
7321,The Longest Yard
7322,Titanic
7323,Spellbound
7324,Book of Love
7325,Band of the Hand
7326,101 Dalmatians
7327,Big Ain't Bad
7328,The Gunfighter
7329,I Spit on Your Grave
7330,"Yours, Mine and Ours"
7331,Brothers
7332,The Legend of the Lone Ranger
7333,Street Fighter
7334,Fanny and Alexander
7335,Indecent Proposal
7336,The Hunter
7337,In the Mouth of Madness
7338,Luther
7339,"Yes, Giorgio"
7340,Hannibal Rising
7341,In My Country
7342,Taegukgi
7343,Gandhi
7344,Biggles: Adventures in Time
7345,The Future
7346,Into Temptation
7347,Seven Years in Tibet
7348,To Hell and Back
7349,The Chamber
7350,Sidekicks
7351,Lambada
7352,Tazza: The High Rollers
